,host_is_superhost,cancellation_policy,instant_bookable,property_type,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price_region
600,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,100.0,Others
1674,1,moderate,1,Apartment,Entire home/apt,3.0,1.0,0.0,2.0,92.0,region 150.0-200.0
3854,0,flexible,1,House,Entire home/apt,8.0,1.0,4.0,4.0,90.0,region 250.0-300.0
5652,0,moderate,1,Others,Private room,8.0,1.0,4.0,4.0,100.0,Others
3439,1,moderate,1,Others,Private room,2.0,1.0,1.0,1.0,94.0,region 100.0-150.0
1616,0,moderate,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,96.0,region 100.0-150.0
5230,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,3.0,100.0,region 300.0-350.0
5672,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
4581,0,moderate,1,Townhouse,Entire home/apt,6.0,2.0,2.0,2.0,93.0,region 200.0-250.0
5710,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
1003,0,strict_14_with_grace_period,0,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
5370,0,moderate,1,House,Private room,1.0,1.0,1.0,1.0,20.0,region 50.0-100.0
3850,0,moderate,1,House,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 100.0-150.0
5352,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 150.0-200.0
6046,0,moderate,0,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,100.0,region 400.0-450.0
6710,0,flexible,1,Apartment,Entire home/apt,5.0,1.0,3.0,3.0,98.0,region 150.0-200.0
394,1,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 100.0-150.0
695,0,moderate,0,House,Private room,1.0,1.0,1.0,1.0,93.0,region 50.0-100.0
3355,0,flexible,1,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 150.0-200.0
6027,0,strict_14_with_grace_period,1,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,93.0,region 50.0-100.0
1872,1,flexible,1,Condominium,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
6486,0,moderate,1,Apartment,Entire home/apt,7.0,2.0,3.0,3.0,100.0,region 300.0-350.0
3018,1,moderate,0,House,Entire home/apt,12.0,1.0,4.0,7.0,100.0,Others
3361,0,strict_14_with_grace_period,0,Condominium,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
3425,0,strict_14_with_grace_period,1,House,Private room,3.0,1.0,1.0,2.0,86.0,region 50.0-100.0
1407,0,flexible,0,Others,Shared room,4.0,10.0,1.0,4.0,94.0,region 0.0-50.0
5634,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,0.0,0.0,80.0,region 100.0-150.0
5723,0,moderate,1,Apartment,Shared room,4.0,2.0,1.0,4.0,80.0,region 0.0-50.0
3059,0,flexible,1,Condominium,Private room,1.0,1.0,1.0,1.0,100.0,region 150.0-200.0
5544,0,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
2861,0,moderate,1,House,Private room,2.0,2.0,1.0,1.0,97.0,region 50.0-100.0
4358,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,80.0,region 50.0-100.0
7020,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 200.0-250.0
4891,0,moderate,0,House,Private room,4.0,1.0,2.0,2.0,90.0,region 50.0-100.0
6669,0,flexible,1,Condominium,Private room,3.0,1.0,1.0,1.0,98.0,region 250.0-300.0
6318,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5056,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
3795,1,moderate,1,House,Private room,2.0,1.0,1.0,2.0,80.0,region 50.0-100.0
3582,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,1.0,2.0,1.0,80.0,region 250.0-300.0
3152,1,moderate,1,House,Private room,4.0,1.0,2.0,2.0,97.0,region 100.0-150.0
3991,0,strict_14_with_grace_period,0,Others,Private room,2.0,1.0,1.0,2.0,83.0,region 50.0-100.0
3359,0,moderate,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
1973,0,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,80.0,region 100.0-150.0
1984,1,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,96.0,region 100.0-150.0
5177,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
1712,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,90.0,region 100.0-150.0
4195,0,strict_14_with_grace_period,0,Serviced apartment,Entire home/apt,4.0,2.0,1.0,2.0,100.0,Others
3387,0,strict_14_with_grace_period,1,Serviced apartment,Entire home/apt,4.0,1.0,1.0,3.0,100.0,region 200.0-250.0
1692,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
3143,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
3028,0,strict_14_with_grace_period,0,House,Entire home/apt,4.0,1.0,1.0,3.0,86.0,region 50.0-100.0
3027,1,moderate,1,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,97.0,region 150.0-200.0
4661,0,moderate,0,House,Entire home/apt,4.0,2.0,2.0,2.0,98.0,Others
7060,0,flexible,1,Guest suite,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
6267,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5962,1,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
5411,1,strict_14_with_grace_period,0,Condominium,Private room,1.0,1.0,1.0,1.0,100.0,region 200.0-250.0
36,1,strict_14_with_grace_period,1,Condominium,Private room,4.0,1.0,1.0,2.0,96.0,region 150.0-200.0
4921,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,97.0,region 150.0-200.0
4219,1,moderate,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
5911,1,moderate,1,Guest suite,Entire home/apt,6.0,1.0,2.0,4.0,99.0,region 150.0-200.0
6620,0,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,94.0,region 50.0-100.0
365,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
284,1,flexible,1,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
4583,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,2.0,100.0,region 100.0-150.0
4391,0,moderate,1,House,Private room,3.0,2.0,1.0,1.0,91.0,region 50.0-100.0
6275,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
1981,1,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
2303,0,moderate,0,Apartment,Entire home/apt,5.0,2.0,2.0,2.0,93.0,region 200.0-250.0
6888,0,strict_14_with_grace_period,1,House,Entire home/apt,16.0,5.0,5.0,9.0,98.0,Others
568,0,moderate,0,Others,Shared room,2.0,2.0,1.0,2.0,96.0,region 300.0-350.0
5768,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,6.0,1.0,2.0,3.0,98.0,region 250.0-300.0
345,0,super_strict_30,0,Guest suite,Entire home/apt,2.0,1.0,1.0,2.0,96.0,region 100.0-150.0
5560,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,6.0,2.0,2.0,3.0,97.0,Others
5945,0,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,100.0,region 300.0-350.0
2165,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 200.0-250.0
1422,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2016,1,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,100.0,region 150.0-200.0
4694,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,97.0,region 350.0-400.0
917,1,moderate,0,House,Entire home/apt,5.0,1.0,2.0,2.0,98.0,region 200.0-250.0
3618,0,moderate,0,House,Entire home/apt,8.0,2.0,3.0,4.0,95.0,region 450.0-500.0
4262,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,97.0,region 0.0-50.0
3568,0,strict_14_with_grace_period,0,Condominium,Private room,1.0,1.0,1.0,1.0,80.0,region 100.0-150.0
2260,0,strict_14_with_grace_period,1,House,Private room,1.0,1.0,1.0,1.0,94.0,region 100.0-150.0
5240,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
4936,1,moderate,0,Apartment,Private room,1.0,1.0,1.0,1.0,96.0,region 100.0-150.0
2320,1,flexible,0,Boutique hotel,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5211,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
5683,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 200.0-250.0
3704,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,97.0,region 200.0-250.0
6495,0,flexible,1,Apartment,Private room,1.0,2.0,1.0,1.0,98.0,region 50.0-100.0
2506,0,moderate,0,Apartment,Entire home/apt,5.0,1.0,2.0,3.0,98.0,region 250.0-300.0
3797,1,moderate,1,House,Entire home/apt,7.0,2.0,3.0,6.0,95.0,region 200.0-250.0
4635,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,90.0,region 50.0-100.0
4790,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,78.0,region 50.0-100.0
1514,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,89.0,region 50.0-100.0
6048,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,0.0,2.0,98.0,region 100.0-150.0
3525,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
4871,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,75.0,region 50.0-100.0
4313,0,flexible,1,House,Entire home/apt,6.0,2.0,3.0,3.0,98.0,region 400.0-450.0
3330,0,moderate,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
1823,1,strict_14_with_grace_period,1,House,Private room,4.0,1.0,3.0,3.0,99.0,region 150.0-200.0
4875,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,80.0,region 50.0-100.0
1185,0,flexible,0,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 450.0-500.0
2736,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,0.0,2.0,97.0,region 250.0-300.0
6260,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 200.0-250.0
5204,0,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 150.0-200.0
5827,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,94.0,region 200.0-250.0
1567,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,94.0,region 200.0-250.0
174,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 150.0-200.0
5867,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,2.0,2.0,98.0,region 100.0-150.0
2468,1,flexible,1,Boutique hotel,Private room,2.0,1.0,1.0,1.0,90.0,region 250.0-300.0
1995,1,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
1532,0,strict_14_with_grace_period,1,Apartment,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
2487,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,99.0,region 0.0-50.0
5707,1,moderate,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 200.0-250.0
1639,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,100.0,Others
4873,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,86.0,region 50.0-100.0
4388,0,moderate,1,House,Private room,2.0,2.0,1.0,1.0,89.0,region 50.0-100.0
2507,1,moderate,0,House,Private room,3.0,1.0,1.0,1.0,97.0,region 100.0-150.0
4130,0,flexible,1,Others,Private room,2.0,1.0,0.0,1.0,90.0,region 50.0-100.0
542,1,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,0.0,1.0,95.0,region 200.0-250.0
1564,0,strict_14_with_grace_period,0,House,Private room,3.0,1.0,1.0,2.0,96.0,region 50.0-100.0
2304,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
2418,1,flexible,0,House,Private room,2.0,1.0,1.0,2.0,100.0,region 100.0-150.0
80,0,strict_14_with_grace_period,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
4074,0,flexible,1,Townhouse,Private room,2.0,3.0,1.0,1.0,98.0,region 50.0-100.0
7081,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3695,0,moderate,0,Townhouse,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
6911,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,98.0,region 150.0-200.0
4592,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,60.0,Others
4824,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,3.0,1.0,1.0,2.0,100.0,region 350.0-400.0
2493,1,flexible,0,Boutique hotel,Private room,1.0,2.0,1.0,1.0,100.0,region 50.0-100.0
3470,1,moderate,1,Condominium,Private room,1.0,1.0,1.0,1.0,100.0,region 100.0-150.0
5578,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
2020,0,moderate,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,93.0,region 100.0-150.0
2981,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
1681,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,2.0,98.0,region 50.0-100.0
1262,1,moderate,1,Apartment,Private room,2.0,1.0,1.0,2.0,98.0,region 50.0-100.0
4086,1,moderate,1,House,Private room,6.0,1.0,3.0,3.0,100.0,region 350.0-400.0
6051,1,strict,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
3698,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,60.0,region 50.0-100.0
3543,1,moderate,1,House,Private room,2.0,1.0,1.0,2.0,98.0,region 50.0-100.0
7051,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,98.0,region 150.0-200.0
1960,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,96.0,region 150.0-200.0
1046,1,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2594,1,moderate,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
3215,0,flexible,1,Boutique hotel,Private room,2.0,0.0,1.0,1.0,86.0,region 50.0-100.0
6811,0,moderate,0,Guest suite,Entire home/apt,5.0,1.0,2.0,2.0,80.0,region 150.0-200.0
3962,1,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
281,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 250.0-300.0
70,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,96.0,region 150.0-200.0
4567,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
1359,1,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,97.0,region 50.0-100.0
1654,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,4.0,4.0,100.0,region 200.0-250.0
4741,0,flexible,1,Apartment,Private room,1.0,1.0,1.0,1.0,89.0,region 50.0-100.0
3389,1,moderate,0,Guest suite,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
2757,0,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,87.0,region 0.0-50.0
962,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,99.0,region 250.0-300.0
2383,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
1517,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,2.0,95.0,region 100.0-150.0
1655,0,moderate,0,House,Entire home/apt,7.0,1.0,3.0,3.0,99.0,region 350.0-400.0
6266,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2588,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,70.0,region 50.0-100.0
5227,1,flexible,0,Condominium,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
4478,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
6948,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 150.0-200.0
2932,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,85.0,region 50.0-100.0
4335,0,moderate,1,Apartment,Private room,3.0,1.0,1.0,2.0,94.0,region 100.0-150.0
3958,1,flexible,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
6437,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 200.0-250.0
1005,1,flexible,1,House,Entire home/apt,7.0,2.0,2.0,5.0,100.0,region 200.0-250.0
5549,1,moderate,0,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 200.0-250.0
3939,0,moderate,0,House,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 300.0-350.0
5440,1,flexible,1,Boutique hotel,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 250.0-300.0
4881,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
6228,0,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 0.0-50.0
3732,0,moderate,0,House,Entire home/apt,6.0,1.0,3.0,3.0,100.0,region 150.0-200.0
6182,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
4426,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
1786,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 150.0-200.0
5263,0,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,92.0,region 150.0-200.0
2457,1,flexible,0,House,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
1710,0,strict_14_with_grace_period,1,Apartment,Private room,4.0,1.0,1.0,4.0,96.0,region 50.0-100.0
217,0,strict,0,House,Private room,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
1555,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,30.0,region 50.0-100.0
4744,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 100.0-150.0
5576,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,82.0,region 300.0-350.0
47,0,moderate,0,House,Entire home/apt,3.0,1.0,0.0,2.0,89.0,region 100.0-150.0
7140,1,flexible,1,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,98.0,region 100.0-150.0
6009,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
4241,1,moderate,0,Condominium,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
3661,1,moderate,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
3378,1,flexible,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
4384,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,7.0,1.0,4.0,4.0,98.0,region 200.0-250.0
3105,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,1.0,2.0,2.0,98.0,region 100.0-150.0
6301,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
1348,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4655,0,flexible,1,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
3816,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,97.0,region 100.0-150.0
5501,1,moderate,0,Guest suite,Entire home/apt,4.0,1.0,1.0,1.0,99.0,region 150.0-200.0
58,1,strict_14_with_grace_period,0,House,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
1938,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,2.0,93.0,region 150.0-200.0
4892,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,2.0,80.0,region 50.0-100.0
4463,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
4316,1,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
3556,1,moderate,1,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,99.0,region 100.0-150.0
5021,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
146,0,flexible,0,Apartment,Entire home/apt,6.0,1.0,2.0,4.0,99.0,region 250.0-300.0
3295,0,strict_14_with_grace_period,0,Guest suite,Entire home/apt,4.0,1.0,0.0,2.0,96.0,region 100.0-150.0
4543,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,76.0,region 50.0-100.0
4179,1,strict_14_with_grace_period,0,House,Entire home/apt,4.0,1.0,2.0,2.0,99.0,Others
6533,0,strict_14_with_grace_period,0,House,Entire home/apt,5.0,2.0,2.0,4.0,96.0,region 150.0-200.0
243,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,97.0,region 300.0-350.0
3596,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,4.0,93.0,region 400.0-450.0
5585,0,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 300.0-350.0
2291,1,moderate,0,Condominium,Entire home/apt,4.0,2.0,2.0,4.0,96.0,region 300.0-350.0
5510,0,strict_14_with_grace_period,0,Apartment,Private room,4.0,1.0,1.0,2.0,100.0,region 50.0-100.0
7028,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,98.0,region 150.0-200.0
1076,1,flexible,0,Guest suite,Entire home/apt,5.0,1.0,2.0,3.0,94.0,region 200.0-250.0
5735,1,moderate,1,Others,Shared room,2.0,5.0,1.0,1.0,98.0,region 100.0-150.0
3410,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,97.0,region 150.0-200.0
6271,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
5868,1,flexible,0,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
3356,1,flexible,1,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,97.0,region 150.0-200.0
181,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,0.0,3.0,94.0,region 100.0-150.0
794,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
6673,0,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 0.0-50.0
4671,0,moderate,0,Condominium,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3340,1,moderate,0,Townhouse,Private room,1.0,1.0,1.0,1.0,97.0,region 50.0-100.0
2938,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,88.0,region 50.0-100.0
3968,1,moderate,0,Guest suite,Entire home/apt,4.0,1.0,1.0,1.0,99.0,region 250.0-300.0
1131,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,80.0,region 100.0-150.0
519,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,2.0,97.0,region 50.0-100.0
6477,1,strict,0,Condominium,Entire home/apt,2.0,1.0,0.0,0.0,98.0,region 100.0-150.0
3526,0,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
5281,0,flexible,1,Others,Private room,3.0,3.0,1.0,2.0,98.0,region 0.0-50.0
4399,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
1105,1,moderate,0,House,Entire home/apt,6.0,1.0,3.0,3.0,98.0,region 350.0-400.0
4212,0,moderate,1,Townhouse,Private room,1.0,1.0,1.0,1.0,90.0,region 50.0-100.0
6924,0,moderate,0,Apartment,Entire home/apt,7.0,2.0,3.0,3.0,98.0,Others
785,1,moderate,0,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
2135,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,93.0,region 150.0-200.0
211,1,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,94.0,region 100.0-150.0
5246,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 250.0-300.0
6649,1,strict_14_with_grace_period,1,House,Private room,1.0,1.0,1.0,1.0,98.0,region 100.0-150.0
