,price
6858,110.0
3925,100.0
2982,158.0
5173,182.0
6629,750.0
3178,274.0
2065,250.0
4542,80.0
7136,321.0
1309,225.0
6678,229.0
784,169.0
4621,81.0
4923,399.0
6250,99.0
2307,140.0
790,290.0
6686,975.0
3075,115.0
4978,96.0
1980,225.0
5202,655.0
4458,100.0
1416,175.0
2752,175.0
4714,60.0
6121,157.0
1009,325.0
3242,70.0
3205,99.0
2095,175.0
6677,239.0
3818,65.0
3480,150.0
4382,100.0
4639,235.0
2706,160.0
1007,90.0
2208,110.0
5844,218.0
6034,119.0
5693,110.0
6716,1200.0
1266,199.0
1930,199.0
1791,150.0
6049,235.0
3463,209.0
1184,200.0
5408,129.0
161,220.0
2127,110.0
1299,120.0
1038,170.0
4633,60.0
6655,229.0
2930,92.0
4937,199.0
3250,90.0
333,260.0
4049,200.0
2094,109.0
2144,120.0
516,79.0
2609,101.0
4052,54.0
2605,99.0
6668,150.0
910,225.0
1124,87.0
1976,329.0
1021,200.0
2413,120.0
3932,320.0
2781,299.0
6568,306.0
2412,587.0
139,150.0
6238,400.0
3062,580.0
532,245.0
4159,204.0
1851,110.0
4590,119.0
3693,299.0
4912,172.0
9,177.0
1948,95.0
4667,150.0
2723,115.0
332,350.0
4417,78.0
1220,150.0
3170,85.0
271,102.0
5080,300.0
6652,229.0
2680,500.0
3867,250.0
3386,80.0
5495,88.0
4106,125.0
4331,140.0
4648,350.0
6258,96.0
6619,50.0
4577,69.0
2863,750.0
5431,118.0
2087,220.0
2350,160.0
4958,160.0
6373,50.0
5919,256.0
2717,175.0
526,175.0
3891,348.0
4718,130.0
1288,450.0
1825,150.0
4693,74.0
856,131.0
557,325.0
1405,400.0
5035,200.0
6201,200.0
5384,125.0
1020,279.0
5236,140.0
511,500.0
5671,500.0
1886,210.0
6857,170.0
5986,275.0
3856,190.0
1148,125.0
3790,150.0
2431,300.0
3492,103.0
2515,108.0
4868,105.0
1743,80.0
496,138.0
637,79.0
1331,249.0
3581,56.0
6855,339.0
1648,199.0
1181,189.0
6841,140.0
5443,95.0
1769,94.0
6035,99.0
4915,179.0
510,269.0
2061,150.0
4030,143.0
456,250.0
1808,83.0
5601,270.0
756,130.0
4371,47.0
1065,122.0
1265,141.0
4550,100.0
1819,245.0
691,155.0
2839,59.0
5591,75.0
3589,140.0
5990,150.0
3633,200.0
501,218.0
6227,150.0
2652,155.0
6674,99.0
1508,145.0
210,138.0
5763,66.0
6036,320.0
736,100.0
7034,267.0
3393,97.0
382,175.0
6672,125.0
5434,250.0
2841,200.0
4022,127.0
4163,98.0
7116,55.0
903,575.0
2974,63.0
1334,110.0
5999,150.0
3532,100.0
2691,350.0
3156,75.0
2033,175.0
219,110.0
6354,147.0
4582,99.0
2659,150.0
1106,180.0
1882,82.0
1624,425.0
6722,95.0
944,175.0
4702,100.0
3511,192.0
507,175.0
3778,65.0
2697,45.0
3987,100.0
2346,175.0
3534,155.0
5181,70.0
1114,180.0
5179,130.0
3544,400.0
6410,230.0
3388,245.0
3585,105.0
3401,329.0
5831,549.0
6760,335.0
6438,197.0
6830,219.0
2035,200.0
5603,200.0
2632,169.0
227,475.0
2271,140.0
6694,115.0
3400,99.0
6221,100.0
3767,89.0
1000,177.0
1093,222.0
3768,329.0
5183,150.0
2426,265.0
6889,67.0
1718,370.0
3103,180.0
578,111.0
1687,350.0
3717,546.0
1633,250.0
6475,177.0
1410,116.0
1083,185.0
4266,300.0
6148,1099.0
5748,246.0
6781,900.0
69,55.0
1925,145.0
1029,215.0
2559,425.0
923,130.0
2663,110.0
5592,150.0
2745,110.0
329,269.0
1922,155.0
4315,350.0
4560,50.0
156,135.0
1323,220.0
2608,75.0
3537,295.0
6196,120.0
6272,150.0
3429,152.0
6542,160.0
4683,95.0
3644,350.0
406,85.0
4342,78.0
2755,39.0
3720,200.0
3808,105.0
4588,195.0
1782,252.0
1814,170.0
2952,160.0
629,75.0
349,1195.0
6787,159.0
3484,300.0
5077,235.0
4328,249.0
1256,180.0
3527,65.0
5725,158.0
1647,96.0
6589,78.0
5248,164.0
2381,59.0
3169,205.0
4980,120.0
4278,142.0
3162,295.0
1780,243.0
2939,105.0
361,93.0
6207,235.0
2447,238.0
1412,290.0
4435,258.0
5721,175.0
6395,250.0
3009,128.0
2227,40.0
114,59.0
710,142.0
3038,129.0
2934,149.0
3970,119.0
5702,280.0
5199,350.0
1768,105.0
3252,100.0
2300,90.0
5038,450.0
6447,273.0
1651,400.0
898,119.0
4557,485.0
1424,70.0
865,124.0
4538,329.0
5809,215.0
2913,159.0
6435,215.0
4811,120.0
1174,150.0
4768,79.0
1435,139.0
354,103.0
915,69.0
6554,200.0
3188,449.0
5382,800.0
5918,218.0
5579,120.0
699,99.0
2297,70.0
2043,148.0
3422,210.0
5509,900.0
1011,150.0
6777,47.0
2721,125.0
6253,175.0
6363,147.0
5626,122.0
2656,68.0
2159,155.0
4244,88.0
6516,100.0
6618,50.0
5979,209.0
6062,105.0
6908,140.0
763,395.0
6343,194.0
6730,750.0
1941,275.0
5583,520.0
1893,99.0
6167,230.0
1292,165.0
3172,118.0
358,405.0
4087,125.0
5908,500.0
5485,160.0
2340,600.0
4421,95.0
4129,185.0
4425,124.0
2783,45.0
6256,165.0
1386,360.0
4925,150.0
6222,173.0
2156,249.0
4461,670.0
2298,168.0
3714,65.0
2884,86.0
4802,79.0
2795,895.0
726,125.0
3457,150.0
5550,199.0
4146,149.0
2804,250.0
5989,150.0
3042,120.0
4866,143.0
673,845.0
5920,86.0
752,150.0
3405,140.0
3137,169.0
5388,207.0
5538,100.0
4886,60.0
6456,281.0
802,155.0
3994,150.0
387,95.0
3598,200.0
3277,200.0
6559,899.0
652,325.0
6731,160.0
7015,119.0
1152,275.0
4701,52.0
601,98.0
1016,120.0
2334,195.0
4726,98.0
2315,133.0
6591,115.0
951,399.0
126,75.0
967,103.0
6689,114.0
3444,150.0
1603,170.0
665,1800.0
5887,145.0
3933,250.0
3520,200.0
1438,99.0
1332,249.0
2570,90.0
5129,100.0
6091,220.0
4298,150.0
2829,299.0
2048,150.0
4812,80.0
1866,125.0
6459,277.0
758,199.0
14,79.0
3280,40.0
5226,930.0
813,180.0
3502,76.0
796,340.0
2242,64.0
5814,135.0
6768,85.0
7040,50.0
5260,250.0
4339,184.0
6151,300.0
5964,229.0
6404,180.0
3101,400.0
5755,140.0
5717,85.0
7057,199.0
5212,160.0
5992,49.0
6761,275.0
8,265.0
4406,207.0
5891,150.0
6112,150.0
3549,123.0
2357,127.0
6759,156.0
6870,375.0
2732,200.0
3576,59.0
5926,275.0
3426,40.0
2785,162.0
3948,149.0
990,185.0
6683,58.0
4133,40.0
6838,185.0
5612,149.0
6,139.0
4853,146.0
4685,85.0
5073,230.0
3274,150.0
4307,157.0
176,245.0
6770,50.0
2044,249.0
6128,350.0
2290,500.0
104,75.0
5207,225.0
5351,270.0
4898,75.0
2543,99.0
3649,171.0
2792,140.0
404,280.0
2770,181.0
4684,85.0
2625,45.0
1488,85.0
7132,400.0
1419,300.0
3102,209.0
6344,177.0
4079,147.0
2368,110.0
3857,65.0
2029,450.0
6137,162.0
4290,90.0
5551,199.0
2549,140.0
1035,69.0
3116,45.0
6881,100.0
1850,300.0
6021,175.0
2954,250.0
1688,98.0
5499,140.0
6013,250.0
65,200.0
3978,85.0
6774,529.0
3368,150.0
4976,105.0
232,30.0
2912,150.0
1095,300.0
4383,349.0
41,100.0
2198,180.0
7038,98.0
6684,166.0
6140,199.0
1515,215.0
6181,360.0
1732,250.0
2833,225.0
4333,127.0
2374,125.0
1586,159.0
1437,169.0
6925,55.0
3529,190.0
3380,85.0
5944,120.0
3745,80.0
6953,257.0
3138,500.0
6484,200.0
6659,160.0
59,120.0
1767,99.0
3669,150.0
1403,180.0
6638,90.0
5097,149.0
4352,82.0
5413,225.0
6078,69.0
833,145.0
751,119.0
1329,120.0
6685,159.0
6973,135.0
3199,60.0
3142,58.0
6625,1200.0
615,850.0
6138,125.0
1388,95.0
5587,184.0
3033,475.0
4027,260.0
5651,95.0
4696,650.0
66,115.0
5969,1000.0
6090,99.0
2875,365.0
2874,300.0
1727,349.0
4452,150.0
6390,69.0
5552,192.0
6526,65.0
6044,115.0
5068,400.0
3453,140.0
4697,575.0
2041,150.0
4440,140.0
1464,150.0
3139,60.0
6595,38.0
6897,55.0
3508,69.0
308,125.0
730,345.0
5645,245.0
6414,181.0
2527,125.0
769,220.0
2022,250.0
4387,75.0
3013,300.0
1729,210.0
4814,97.0
3365,247.0
4637,99.0
6337,200.0
216,325.0
5312,300.0
6200,156.0
2738,190.0
633,250.0
173,84.0
3396,70.0
389,975.0
5774,155.0
6776,121.0
2134,185.0
400,199.0
4301,250.0
2474,100.0
1027,265.0
3471,500.0
4832,98.0
1697,225.0
3636,150.0
5362,185.0
356,95.0
5514,129.0
1312,9000.0
2945,85.0
3493,200.0
1050,199.0
3096,248.0
6423,33.0
5223,137.0
3545,95.0
2294,65.0
200,135.0
5428,111.0
6152,135.0
1486,38.0
2397,267.0
4872,69.0
7109,440.0
1431,300.0
2202,80.0
1865,400.0
4367,399.0
6349,147.0
7098,250.0
2251,499.0
1611,135.0
2648,125.0
2502,170.0
372,500.0
806,85.0
7089,199.0
6022,106.0
2728,600.0
3620,250.0
5778,48.0
600,500.0
1674,150.0
3854,280.0
5652,1040.0
3439,100.0
1616,140.0
5230,300.0
5672,139.0
4581,230.0
5710,140.0
1003,143.0
5370,89.0
3850,140.0
5352,150.0
6046,400.0
6710,165.0
394,100.0
695,67.0
3355,160.0
6027,95.0
1872,95.0
6486,339.0
3018,750.0
3361,89.0
3425,69.0
1407,38.0
5634,125.0
5723,45.0
3059,150.0
5544,99.0
2861,85.0
4358,97.0
7020,215.0
4891,70.0
6669,299.0
6318,147.0
5056,172.0
3795,75.0
3582,250.0
3152,129.0
3991,99.0
3359,87.0
1973,100.0
1984,129.0
5177,139.0
1712,116.0
4195,752.0
3387,233.0
1692,125.0
3143,130.0
3028,64.0
3027,180.0
4661,500.0
7060,120.0
6267,147.0
5962,110.0
5411,235.0
36,199.0
4921,177.0
4219,100.0
5911,180.0
6620,73.0
365,69.0
284,80.0
4583,100.0
4391,70.0
6275,140.0
1981,59.0
2303,200.0
6888,599.0
568,311.0
5768,275.0
345,105.0
5560,550.0
5945,300.0
2165,229.0
1422,199.0
2016,190.0
4694,350.0
917,228.0
3618,450.0
4262,45.0
3568,120.0
2260,129.0
5240,100.0
4936,123.0
2320,125.0
5211,225.0
5683,225.0
3704,219.0
6495,50.0
2506,289.0
3797,200.0
4635,50.0
4790,79.0
1514,90.0
6048,120.0
3525,121.0
4871,69.0
4313,400.0
3330,100.0
1823,190.0
4875,69.0
1185,450.0
2736,269.0
6260,200.0
5204,169.0
5827,229.0
1567,214.0
174,165.0
5867,145.0
2468,250.0
1995,69.0
1532,67.0
2487,45.0
5707,201.0
1639,500.0
4873,69.0
4388,65.0
2507,135.0
4130,78.0
542,210.0
1564,89.0
2304,150.0
2418,100.0
80,125.0
4074,58.0
7081,59.0
3695,99.0
6911,199.0
4592,3050.0
4824,350.0
2493,59.0
3470,100.0
5578,95.0
2020,100.0
2981,190.0
1681,90.0
1262,95.0
4086,350.0
6051,152.0
3698,99.0
3543,80.0
7051,199.0
1960,175.0
1046,88.0
2594,140.0
3215,59.0
6811,180.0
3962,99.0
281,289.0
70,187.0
4567,74.0
1359,69.0
1654,233.0
4741,55.0
3389,125.0
2757,49.0
962,279.0
2383,135.0
1517,130.0
1655,375.0
6266,177.0
2588,78.0
5227,160.0
4478,79.0
6948,190.0
2932,58.0
4335,133.0
3958,90.0
6437,232.0
1005,220.0
5549,241.0
3939,300.0
5440,250.0
4881,76.0
6228,44.0
3732,195.0
6182,223.0
4426,170.0
1786,170.0
5263,195.0
2457,125.0
1710,89.0
217,89.0
1555,59.0
4744,105.0
5576,300.0
47,126.0
7140,148.0
6009,85.0
4241,140.0
3661,75.0
3378,109.0
4384,249.0
3105,125.0
6301,157.0
1348,195.0
4655,100.0
3816,135.0
5501,175.0
58,78.0
1938,170.0
4892,75.0
4463,66.0
4316,150.0
3556,100.0
5021,150.0
146,275.0
3295,120.0
4543,87.0
4179,600.0
6533,175.0
243,315.0
3596,425.0
5585,300.0
2291,334.0
5510,65.0
7028,199.0
1076,240.0
5735,100.0
3410,150.0
6271,167.0
5868,105.0
3356,165.0
181,110.0
794,150.0
6673,48.0
4671,56.0
3340,56.0
2938,75.0
3968,280.0
1131,120.0
519,85.0
6477,133.0
3526,163.0
5281,45.0
4399,100.0
1105,350.0
4212,80.0
6924,600.0
785,218.0
2135,150.0
211,115.0
5246,250.0
6649,120.0
666,216.0
7067,399.0
3263,233.0
1481,83.0
2053,115.0
2473,150.0
5780,199.0
2359,395.0
1810,158.0
5332,300.0
5858,49.0
7128,145.0
116,450.0
1867,95.0
2508,650.0
5363,135.0
620,300.0
6647,264.0
991,375.0
5737,250.0
3025,70.0
6715,1200.0
6979,65.0
5569,700.0
711,700.0
2452,165.0
4525,225.0
1476,145.0
378,79.0
6763,50.0
4613,160.0
2920,181.0
419,145.0
5902,38.0
2025,358.0
583,2281.0
6935,445.0
2492,146.0
7041,50.0
1944,269.0
2857,120.0
2737,145.0
4479,78.0
757,100.0
985,89.0
4984,159.0
2800,250.0
5119,60.0
1551,33.0
6208,250.0
1653,300.0
306,105.0
481,200.0
2837,99.0
5923,125.0
6220,425.0
6927,249.0
2899,199.0
4544,140.0
1043,130.0
651,175.0
6511,65.0
812,290.0
1964,400.0
1529,575.0
5866,156.0
1074,99.0
3147,285.0
3801,200.0
608,138.0
4264,45.0
3910,225.0
2959,50.0
2088,135.0
6381,177.0
39,119.0
2798,925.0
4121,73.0
1779,159.0
1943,74.0
4827,80.0
5883,33.0
6698,125.0
1626,200.0
5410,160.0
3983,100.0
1770,199.0
2865,269.0
6575,139.0
5162,100.0
509,141.0
3418,75.0
2424,70.0
2462,100.0
2222,250.0
4630,87.0
3311,90.0
2373,250.0
3802,99.0
5610,113.0
6797,10000.0
3643,130.0
1570,400.0
715,274.0
3211,50.0
414,35.0
1436,150.0
2993,200.0
2162,229.0
3127,62.0
1827,88.0
4589,54.0
5824,450.0
789,139.0
1376,155.0
6573,135.0
5996,59.0
3353,200.0
890,297.0
169,30.0
2545,69.0
6176,1499.0
3934,275.0
4808,99.0
1356,100.0
5012,189.0
2851,118.0
3115,107.0
2572,130.0
3087,195.0
6079,340.0
2573,148.0
2518,250.0
1432,175.0
2385,155.0
566,399.0
4137,125.0
5665,450.0
4518,315.0
3251,700.0
3221,135.0
3071,99.0
5988,175.0
2673,67.0
6072,239.0
4148,131.0
2302,70.0
3600,355.0
3741,60.0
3819,100.0
4740,100.0
2113,95.0
4933,75.0
5252,172.0
6392,55.0
4494,350.0
2024,301.0
4879,125.0
6866,135.0
283,132.0
591,180.0
4561,135.0
1273,230.0
5813,215.0
3110,250.0
3402,100.0
6550,200.0
6941,217.0
5295,249.0
1141,295.0
3840,65.0
4521,118.0
3483,60.0
3949,78.0
4506,80.0
1714,545.0
632,99.0
1890,210.0
6312,164.0
6854,122.0
6544,200.0
552,135.0
6828,85.0
3727,100.0
4293,87.0
5136,480.0
6825,115.0
4940,175.0
4083,225.0
6269,150.0
4036,129.0
1876,179.0
5239,79.0
3653,389.0
1618,209.0
3213,45.0
5414,95.0
5122,50.0
3347,115.0
6717,165.0
4698,500.0
1629,75.0
4482,200.0
2620,425.0
3093,39.0
2034,410.0
6131,850.0
4900,75.0
492,300.0
1417,99.0
2744,179.0
4436,75.0
6861,123.0
2983,89.0
4261,150.0
2050,224.0
1210,375.0
4580,85.0
4517,95.0
3450,116.0
154,80.0
4687,95.0
2390,99.0
4474,90.0
6427,219.0
2172,90.0
1051,290.0
6648,50.0
5466,150.0
6153,150.0
6429,224.0
6914,107.0
3966,89.0
2459,189.0
1573,135.0
1596,141.0
6171,200.0
2885,250.0
4345,209.0
4733,100.0
2580,139.0
3562,164.0
4439,200.0
465,59.0
4056,40.0
4669,55.0
4118,90.0
4855,52.0
3829,200.0
51,91.0
4931,595.0
3858,40.0
2892,109.0
6292,157.0
6032,140.0
1186,75.0
3046,145.0
2557,148.0
1140,90.0
2617,110.0
5812,172.0
4448,500.0
4789,79.0
3872,150.0
163,90.0
3752,135.0
4103,249.0
3965,90.0
5547,200.0
5906,150.0
513,193.0
5291,120.0
247,295.0
2678,200.0
235,159.0
5113,149.0
5455,450.0
949,220.0
5888,365.0
2586,175.0
1870,115.0
5164,325.0
6851,93.0
3266,240.0
5833,175.0
4804,90.0
6775,132.0
5354,72.0
2811,200.0
1108,90.0
1246,250.0
2919,240.0
3458,125.0
2582,82.0
1542,250.0
3269,82.0
1784,178.0
888,132.0
6029,125.0
2454,199.0
1132,95.0
4728,65.0
2933,689.0
5194,300.0
3805,70.0
3893,300.0
2189,100.0
6285,160.0
1756,138.0
4911,250.0
1090,169.0
5041,39.0
2720,73.0
2979,215.0
5785,378.0
2231,105.0
610,90.0
2928,275.0
3161,125.0
5770,250.0
2366,140.0
3834,300.0
1214,104.0
2409,75.0
1075,425.0
6970,230.0
94,100.0
7134,84.0
4705,100.0
5375,450.0
4429,125.0
6623,150.0
6583,92.0
4965,599.0
2716,140.0
5416,179.0
508,111.0
331,200.0
447,399.0
7074,81.0
5070,250.0
4874,69.0
1044,150.0
3922,182.0
2292,217.0
653,50.0
4442,210.0
4222,110.0
2895,95.0
3512,335.0
3953,485.0
1018,80.0
5069,120.0
6997,299.0
1358,66.0
1520,200.0
2598,140.0
483,104.0
3788,80.0
3671,147.0
262,85.0
3920,249.0
4614,260.0
5087,200.0
2868,355.0
2519,69.0
943,160.0
450,85.0
4152,100.0
1355,150.0
1924,140.0
1311,1850.0
3578,140.0
6019,293.0
4489,88.0
3554,120.0
7000,99.0
5744,300.0
675,95.0
823,160.0
2923,60.0
1443,62.0
6103,135.0
3454,110.0
1170,279.0
6217,80.0
479,699.0
6215,200.0
560,272.0
2911,224.0
2820,300.0
1212,500.0
4059,90.0
3153,196.0
5438,422.0
5965,500.0
2230,65.0
841,60.0
1569,85.0
2671,1395.0
6277,217.0
245,250.0
4136,275.0
4320,260.0
2343,279.0
662,115.0
1014,200.0
3702,160.0
285,125.0
5149,325.0
3264,109.0
2406,500.0
1989,180.0
6723,470.0
4200,149.0
4330,140.0
2742,150.0
2241,138.0
3608,300.0
4712,100.0
5144,182.0
1055,232.0
453,645.0
3204,289.0
6425,162.0
1940,110.0
2681,180.0
3876,40.0
1213,175.0
6236,100.0
1541,55.0
950,900.0
1582,185.0
4185,100.0
3692,400.0
3915,180.0
1310,209.0
5467,199.0
5619,500.0
5266,79.0
6732,150.0
3637,175.0
690,180.0
5857,90.0
4498,191.0
6836,283.0
4797,79.0
5631,125.0
6014,300.0
4017,330.0
2849,350.0
543,99.0
3751,147.0
3255,109.0
3787,250.0
4499,162.0
2244,180.0
3130,80.0
1929,599.0
1523,65.0
3613,35.0
2715,190.0
6289,200.0
2606,105.0
4956,99.0
3181,375.0
1895,140.0
2946,119.0
1753,339.0
67,116.0
3798,440.0
4641,699.0
4558,481.0
3563,59.0
4910,199.0
2901,185.0
5433,250.0
5341,172.0
233,279.0
4490,70.0
2236,1150.0
5914,250.0
4532,178.0
4259,139.0
5190,150.0
3247,85.0
1546,250.0
2562,260.0
775,99.0
1468,120.0
252,119.0
7033,223.0
2534,100.0
2379,300.0
792,29.0
6612,599.0
3868,175.0
4673,140.0
3459,100.0
747,250.0
678,200.0
4230,200.0
5686,99.0
4070,299.0
5685,150.0
4535,50.0
579,180.0
7026,243.0
5385,123.0
2850,175.0
2306,525.0
2505,215.0
2772,190.0
115,185.0
6513,79.0
1103,180.0
1841,132.0
4286,160.0
6177,146.0
1297,95.0
5462,65.0
1899,475.0
4642,71.0
6718,250.0
6135,122.0
2465,80.0
46,290.0
309,30.0
4973,150.0
4816,145.0
1282,130.0
1524,350.0
3775,50.0
5042,139.0
6920,80.0
3398,107.0
6299,147.0
4245,500.0
3260,85.0
407,450.0
3810,82.0
5435,250.0
5334,194.0
5480,200.0
4901,75.0
6310,147.0
4720,69.0
4703,248.0
4270,150.0
7002,73.0
330,550.0
2169,429.0
7064,387.0
1429,175.0
311,545.0
3129,60.0
5138,400.0
4836,80.0
1762,370.0
6359,147.0
6708,179.0
7079,75.0
17,450.0
4449,179.0
4353,85.0
6748,150.0
5760,90.0
1528,144.0
4155,450.0
4486,86.0
5287,325.0
1094,160.0
6111,217.0
2469,300.0
3617,140.0
859,450.0
12,85.0
5720,89.0
5773,170.0
2419,95.0
388,79.0
4515,115.0
6314,147.0
5033,905.0
5684,700.0
5662,125.0
6065,118.0
937,462.0
6385,139.0
2067,299.0
427,200.0
6837,66.0
1307,129.0
1373,550.0
4400,110.0
1377,125.0
5004,98.0
408,150.0
980,250.0
1441,150.0
3354,40.0
4183,199.0
4545,450.0
512,155.0
2157,309.0
4775,79.0
6372,164.0
1724,249.0
3648,350.0
3085,800.0
2445,94.0
4127,129.0
1891,220.0
3995,280.0
2148,170.0
932,450.0
4757,122.0
3232,65.0
6901,199.0
6005,110.0
6996,425.0
3742,450.0
2122,220.0
6944,19.0
5557,180.0
965,500.0
177,98.0
1856,249.0
4774,79.0
5653,1309.0
4917,199.0
4088,349.0
2089,95.0
3328,72.0
2819,225.0
6104,151.0
2814,160.0
5074,200.0
302,225.0
1869,75.0
2139,55.0
3254,149.0
1621,125.0
4117,100.0
5201,79.0
6403,180.0
6590,175.0
6807,150.0
4594,500.0
6966,130.0
1391,175.0
634,120.0
1958,260.0
3837,280.0
2145,188.0
4201,1451.0
5020,200.0
1037,275.0
4708,86.0
3357,40.0
7121,199.0
5611,415.0
7018,280.0
1983,119.0
881,160.0
6388,375.0
2891,540.0
4224,79.0
6754,68.0
5953,60.0
5699,100.0
5786,350.0
1096,179.0
2712,490.0
4094,1495.0
2501,140.0
5816,450.0
6282,164.0
6808,71.0
5115,170.0
1845,50.0
5821,100.0
4273,100.0
1917,595.0
5345,79.0
203,139.0
6746,160.0
6361,157.0
5461,200.0
1126,109.0
5225,39.0
3760,109.0
4385,86.0
4255,100.0
6813,61.0
5028,189.0
3243,160.0
3065,49.0
2115,550.0
5228,78.0
3521,80.0
1997,700.0
6336,150.0
3861,39.0
3645,350.0
1414,100.0
4724,150.0
800,179.0
4764,79.0
2021,129.0
706,135.0
2014,170.0
3744,250.0
1039,120.0
5279,89.0
3646,350.0
5249,239.0
4975,289.0
4939,275.0
3385,124.0
4762,79.0
251,595.0
5079,200.0
1545,118.0
6073,94.0
5788,136.0
2651,209.0
905,100.0
1897,92.0
5289,84.0
3703,68.0
544,115.0
1913,475.0
506,435.0
6917,100.0
3881,214.0
6209,75.0
1907,230.0
4287,110.0
1652,140.0
2105,175.0
4801,79.0
5320,69.0
672,210.0
3037,129.0
1682,229.0
6145,160.0
1860,140.0
2701,95.0
2704,140.0
867,100.0
348,79.0
847,79.0
5187,86.0
7111,235.0
5539,40.0
6060,149.0
138,500.0
325,100.0
4649,425.0
53,120.0
5313,350.0
6552,200.0
5374,34.0
4348,125.0
6391,80.0
2686,75.0
2375,110.0
1433,99.0
2147,269.0
2376,259.0
2393,300.0
1538,50.0
999,889.0
5513,115.0
314,195.0
1163,375.0
7065,199.0
4823,149.0
3332,67.0
3447,70.0
6646,129.0
6294,147.0
2980,260.0
5669,74.0
1579,80.0
6571,33.0
2886,39.0
182,78.0
2422,680.0
5905,99.0
5130,585.0
6819,349.0
4885,255.0
4453,79.0
941,105.0
4268,210.0
2421,30.0
3641,100.0
2535,95.0
2844,80.0
2276,110.0
3417,140.0
4509,350.0
593,500.0
469,325.0
4821,185.0
4887,100.0
6951,220.0
2369,99.0
6416,33.0
2396,159.0
3739,100.0
3468,250.0
2273,85.0
5743,80.0
2955,48.0
6011,200.0
164,150.0
1484,169.0
6745,380.0
4346,135.0
5180,130.0
4734,235.0
4495,350.0
4897,75.0
1968,140.0
5961,75.0
6584,80.0
4124,80.0
4737,480.0
3293,150.0
5022,95.0
7143,249.0
6445,360.0
1060,180.0
4547,265.0
2427,155.0
2762,235.0
2174,53.0
2226,144.0
3419,65.0
1931,150.0
1824,93.0
3663,200.0
6872,200.0
3329,40.0
4475,120.0
4631,79.0
1761,80.0
1574,260.0
5936,500.0
4447,250.0
4389,50.0
6047,600.0
5264,267.0
1115,293.0
6302,207.0
3070,125.0
3662,800.0
6235,220.0
1227,206.0
4186,125.0
5055,172.0
3206,499.0
2571,249.0
0,170.0
1645,640.0
3497,49.0
682,155.0
6357,170.0
381,249.0
1491,38.0
5468,120.0
4041,140.0
5347,300.0
4722,166.0
5011,180.0
704,185.0
6262,164.0
618,395.0
6098,387.0
1644,206.0
1509,775.0
5517,185.0
4415,99.0
223,300.0
6592,90.0
4309,131.0
572,525.0
3592,399.0
77,150.0
6270,164.0
1024,185.0
5508,125.0
439,120.0
6120,300.0
2684,110.0
3505,150.0
342,449.0
5128,179.0
474,105.0
3623,40.0
2345,253.0
2593,150.0
2591,600.0
6744,85.0
3886,105.0
2642,95.0
1858,300.0
2860,1200.0
490,785.0
6469,198.0
3680,98.0
6286,164.0
373,63.0
2442,450.0
5027,325.0
6016,99.0
685,145.0
7035,204.0
254,190.0
6218,400.0
1,235.0
7008,265.0
1874,99.0
6500,199.0
2456,95.0
1222,194.0
3731,108.0
295,140.0
709,89.0
2059,95.0
4736,120.0
6519,180.0
5963,229.0
5429,110.0
3495,130.0
2329,80.0
5832,230.0
2994,58.0
6665,120.0
5934,40.0
2970,225.0
2666,115.0
2196,50.0
6188,800.0
6975,323.0
1942,170.0
1351,333.0
5606,750.0
5697,230.0
189,135.0
3594,125.0
6401,140.0
1372,158.0
1295,90.0
2485,165.0
555,53.0
5935,1500.0
1110,150.0
1188,129.0
5987,225.0
3719,164.0
5216,140.0
3627,193.0
4793,79.0
1217,170.0
5981,139.0
3827,75.0
987,130.0
4422,130.0
2047,129.0
5275,300.0
1707,139.0
5650,180.0
667,200.0
4969,171.0
2423,115.0
56,116.0
3694,234.0
1053,89.0
2528,245.0
3034,125.0
5598,256.0
3420,113.0
4093,298.0
703,160.0
2768,235.0
3557,100.0
16,215.0
5530,130.0
6297,170.0
134,550.0
4097,125.0
437,450.0
3634,195.0
6930,900.0
6556,499.0
3758,218.0
444,152.0
2566,135.0
3239,240.0
2747,400.0
5441,390.0
4663,150.0
2256,80.0
1191,99.0
6075,500.0
7142,160.0
1086,245.0
425,322.0
3982,125.0
1113,180.0
274,150.0
6252,188.0
1180,360.0
5561,580.0
3666,45.0
2523,335.0
5794,190.0
3064,69.0
3624,135.0
1535,200.0
3817,120.0
5103,129.0
6999,265.0
2695,300.0
3835,90.0
5250,1075.0
7120,250.0
5339,700.0
3895,400.0
6190,126.0
870,350.0
5593,85.0
5233,177.0
4961,199.0
767,125.0
1953,145.0
6909,133.0
2237,1500.0
1204,350.0
4275,59.0
6943,88.0
1121,145.0
5874,145.0
2902,150.0
1961,400.0
6860,79.0
3473,145.0
3776,122.0
863,156.0
5043,400.0
2722,138.0
5712,195.0
4441,60.0
6332,167.0
1274,189.0
1319,275.0
3708,85.0
50,85.0
6184,110.0
5064,120.0
4216,80.0
6616,50.0
1316,155.0
74,109.0
1967,180.0
5488,200.0
1216,133.0
4092,360.0
843,128.0
2338,715.0
2740,88.0
5976,219.0
1285,150.0
1994,255.0
478,189.0
3461,350.0
4665,114.0
5666,220.0
4170,343.0
5306,263.0
574,300.0
1456,100.0
5899,75.0
3668,140.0
5131,550.0
5885,135.0
4076,150.0
5971,160.0
2365,99.0
5059,189.0
654,120.0
5116,100.0
3806,85.0
6234,200.0
3740,290.0
1233,80.0
2309,220.0
5299,55.0
4007,40.0
4997,400.0
3718,203.0
2561,145.0
